"App Name","App Id","Category","Rating","Rating Count","Installs","Minimum Installs","Maximum Installs","Free","Price","Currency","Size","Minimum Android","Developer Id","Developer Website","Developer Email","Released","Last Updated","Content Rating","Privacy Policy","Ad Supported","In App Purchases","Editors Choice","Scraped Time"
"<U+5EC3><U+589F><U+30DE><U+30C3><U+30D7>","net.deskplate.haikyo","Maps & Navigation",2.2,13,"500+",500,978,TRUE,0,"USD","6.1M","4.4 and up","deskplate","http://deskplate.net","app@deskplate.net","Sep 3, 2019","Sep 10, 2020","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 10:37:03
"The Wonder-Worker of Padua (audiobook)","patristicpublishing.wonderworker","Books & Reference",0,0,"10+",10,32,TRUE,0,"USD","57M","4.1 and up","Patristic Publishing","http://patristic.altervista.org/","publishingtoronto@gmail.com","Jun 24, 2020","Jun 24, 2020","Everyone","http://patristic.altervista.org/",FALSE,FALSE,FALSE,2021-06-16 01:21:52
"Speaker Cleaner with Volume Booster - Bass booster","com.speakercleaner.volume.booster.loud.music","Music & Audio",4.5,1142,"100,000+",1e+05,247951,TRUE,0,"USD","8.3M","5.0 and up","GameLoX","https://d7fe354a5.app-ads-txt.com/app-ads.txt","rauf.abdulbhatti@gmail.com","Oct 29, 2020","Mar 01, 2021","Everyone","https://gameslox.wordpress.com/privacy-policy/",TRUE,TRUE,FALSE,2021-06-16 05:56:49
"Quickventory","com.jade.solutions.quickventory","Business",0,0,"10+",10,31,TRUE,0,"USD","7.5M","4.4 and up","Jade Developers","http://quickventory.com","support@quickventory.com","Mar 15, 2019","Nov 01, 2020","Everyone","http://quickventory.com/privacy-policy",FALSE,FALSE,FALSE,2021-06-16 03:28:48
"civil basic interview practice","com.vaibhav.civilengg","Education",0,0,"50+",50,88,TRUE,0,"USD","3.9M","4.4 and up","VSP developers",NA,"vaibhavpagar97@gmail.com","Nov 24, 2020","Nov 24, 2020","Everyone","https://civilbasicinterviewpractice.blogspot.com/2020/11/privacy-policy-civil-basic-interview.html",TRUE,FALSE,FALSE,2021-06-16 09:15:49
"Atom","onbyz.sdatom","House & Home",0,0,"100+",100,304,TRUE,0,"USD","3.0M","4.4 and up","Sree Dhanya Homes Pvt. Ltd.","http://www.sreedhanyahomes.com","care.sreedhanya@gmail.com","Oct 23, 2017","Jan 26, 2018","Everyone","http://www.sreedhanyahomes.com/privacy-policy/",FALSE,FALSE,FALSE,2021-06-16 00:33:27
"BruCal","fr.jabar.brucal","Tools",0,0,"100+",100,366,TRUE,0,"USD","6.6M","4.4 and up","ROCHEZ Jacques","https://jabar.fr","jabar@cepny.com","Mar 26, 2019","Jan 27, 2021","Everyone","https://jabar.fr/regles-de-confidentialites/",TRUE,FALSE,FALSE,2021-06-15 20:27:28
"YourFoods","com.yourfoods.webapp.yourfoodsAppnew","Food & Drink",0,0,"1+",1,3,TRUE,0,"USD","15M","4.4W and up","yourfoods.co.uk","https://yourfoods.co.uk","ahmadwares2016@gmail.com","May 25, 2021","May 26, 2021","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 12:28:56
"Jetting Vortex OK & OK-Junior (DJT, DDJ, DST, DDS)","com.jetlab.vortexokjetting","Sports",5,5,"5+",5,7,FALSE,7.99,"USD","3.1M","4.1 and up","Jet Lab, LLC",NA,"support@jet-lab.org","Nov 23, 2020","Nov 02, 2020","Everyone","http://jet-lab.org/privacy-policy-2/",FALSE,FALSE,FALSE,2021-06-16 14:49:31
"Subrahmanya Karavalambam","com.pavanusha.subrahmanyakaravalambam","Books & Reference",3.7,11,"1,000+",1000,2588,TRUE,0,"USD","7.7M","2.2 and up","Anusha Pavan Kumar",NA,"anushapavankumar.salaka@gmail.com","Mar 22, 2015","Mar 22, 2015","Everyone","https://myratechnologies.blogspot.com/2020/07/subrahmanya-karavalambamprivacypolicy.html",TRUE,FALSE,FALSE,2021-06-16 02:57:27
"Instant Language Assistant","com.translatelive.ilaapp","Communication",0,0,"100+",100,116,TRUE,0,"USD","49M","6.0 and up","TranslateLive","https://www.translatelive.com/ila-solutions/","support@translatelive.com","Mar 20, 2020","Apr 14, 2021","Everyone","https://www.translatelive.com/privacy-policy/",FALSE,FALSE,FALSE,2021-06-15 23:11:51
"Draw Creative Art - 30 Days Drawing Challenge Free","com.cyrcleapp.challenge.draw","Art & Design",3,42,"10,000+",10000,11716,TRUE,0,"USD","25M","4.1 and up","CHALLENGE FOR ALL",NA,"cyrcleapp@gmail.com","Aug 17, 2018","May 18, 2019","Everyone","https://sites.google.com/view/challengeforall/challenge-30-days-draw?authuser=0",TRUE,FALSE,FALSE,2021-06-16 01:12:42
"Wave of Balls","by.hitbox.ballsland","Arcade",2.6,50,"10,000+",10000,12505,TRUE,0,"USD","23M","5.0 and up","Hitbox","http://hitbox.by","e.tsiminski@hitbox.by","Jun 28, 2019","Jul 01, 2019","Everyone","https://www.hitbox.by/terms-of-service?app=Wave%20of%20Balls",TRUE,FALSE,FALSE,2021-06-16 12:04:42
"The Spy Who Loved Me","com.classyebooks.SpyWhoLovedMe","Books & Reference",5,6,"100+",100,224,TRUE,0,"USD","8.9M","4.1 and up","Classy eBooks",NA,"ankurpathakclassyebooks@gmail.com","Dec 2, 2019","Jan 15, 2020","Everyone 10+","http://classyebooks.blogspot.com/",FALSE,FALSE,FALSE,2021-06-16 01:59:27
"Scholarly","appinventor.ai_robofunlab.Scholarly","Education",0,0,"10+",10,25,TRUE,0,"USD","4.3M","2.1 and up","ROBOFUNLAB",NA,"info@robofunlab.com","Dec 18, 2020","Dec 18, 2020","Everyone",NA,FALSE,FALSE,FALSE,2021-06-15 22:02:23
"Sanad Service Centers","com.alraffad.sanadservicecenters","Business",0,0,"100+",100,106,TRUE,0,"USD","4.9M","4.2 and up","Almadina Development & supply",NA,"sanadservicemobile@gmail.com","Sep 7, 2018","Mar 15, 2019","Everyone","https://www.pdf-archive.com/2019/03/15/privacy-policy/privacy-policy.pdf",FALSE,FALSE,FALSE,2021-06-16 14:36:50
"Fromon","com.gugulik.Fromon","Arcade",0,0,"10+",10,18,TRUE,0,"USD","13M","4.1 and up","Food Navy",NA,"excellenctprojects@gmail.com","May 6, 2020","Jun 06, 2020","Teen","https://excellencyapps.blogspot.com/2020/04/privacy-policy.html",TRUE,FALSE,FALSE,2021-06-15 21:46:15
"Namak Issk Ka episode gossips review and update","com.saibalaji.namakisskkaepisodereviewandupdate","Entertainment",0,0,"100+",100,200,TRUE,0,"USD","27M","4.2 and up","Mind's Magic","http://7b1132eb-0a153.appio.me/","3geetas.channel@gmail.com","May 17, 2021","Jun 05, 2021","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 10:15:20
"Frenchman's Creek","axis_android.axis_android.FrenchmansCreek2018","Lifestyle",0,0,"50+",50,67,TRUE,0,"USD","135M","6.0 and up","Clubessential, LLC","https://www.clubessential.com/","developers@clubessential.com","Aug 28, 2019","Jun 04, 2021","Everyone","https://www.clubessential.com/privacy-policy",FALSE,FALSE,FALSE,2021-06-16 01:17:16
"Pop Smoke song & lyrics","com.TamiyBintang.PopSmokeLguwthlrcs","Entertainment",4,7,"500+",500,907,TRUE,0,"USD","3.6M","4.1 and up","Tamiy BIntang",NA,"fanduriryan@gmail.com","Jan 18, 2021","Jan 18, 2021","Everyone",NA,TRUE,FALSE,FALSE,2021-06-15 22:16:14
"Cybertruck Robot Transforming Games:Real Robot War","com.cyberTruck.electric.driving.truck.simulator","Auto & Vehicles",0,0,"500+",500,670,TRUE,0,"USD","50M","4.1 and up","5 Storms Studio","https://atm49deb720b6f810f9a8a5.adstxtmarket.com/","waqasakbar52@gmail.com","Feb 4, 2020","Feb 04, 2020","Everyone","https://5stormsstudio.blogspot.com/2019/06/welcome-to-5-storms-studio-privacy.html",TRUE,FALSE,FALSE,2021-06-16 02:40:45
"Moodle UNS","com.moodleapp.uns","Education",4,71,"5,000+",5000,9066,TRUE,0,"USD","12M","4.0 and up","moodleapp.com","http://moodleapp.com","contact@moodleapp.com","Oct 10, 2017","Oct 10, 2017","Everyone","https://www.moodleapp.com/privacy/",FALSE,FALSE,FALSE,2021-06-16 03:57:42
"WiFi Password Recovery 2017","com.bdrm.wifipasswordrecovery","Tools",3.5,86,"10,000+",10000,18619,TRUE,0,"USD","1.8M","4.1 and up","BINHDRM26",NA,"shinsangwoo26@gmail.com","Jan 15, 2017","Jan 16, 2017","Everyone","https://raw.githubusercontent.com/shinsangwoo26/policy_term/master/policy.html",TRUE,FALSE,FALSE,2021-06-16 00:09:05
"Bezpieczny przejazd","pl.plk.bezpiecznyprzejazd","Education",4.7,11,"1,000+",1000,1606,TRUE,0,"USD","29M","4.4 and up","PKP Polskie Linie Kolejowe S.A.",NA,"bezpieczny-przejazd@plk-sa.pl","Oct 23, 2019","Dec 20, 2019","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 00:28:47
"HSBS","com.honeywell.acs.hsbs","Business",0,0,"100+",100,116,TRUE,0,"USD","53M","4.1 and up","Honeywell International, Inc.","http://smartbuildings.honeywell.com/","Kiran.Bandla@Honeywell.com","May 31, 2016","Jun 21, 2016","Everyone","https://www.honeywell.com/privacy-statement",FALSE,FALSE,FALSE,2021-06-16 11:46:20
"Org Charts","ky.barrowman.orgcharts","Business",1.7,362,"100,000+",1e+05,172687,TRUE,0,"USD","4.4M","2.3 and up","Mike Barrowman","http://orgcharts.whiteauracreative.com/","admin@orgcharts.blg.lt","Mar 4, 2014","Jan 05, 2018","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 06:15:55
"<U+0635><U+0628><U+062D> <U+0628><U+062E><U+06CC><U+0631>","fr.enfantdoudou.bj5per","Entertainment",3.4,17,"1,000+",1000,2664,TRUE,0,"USD","20M","4.0 and up","thanki",NA,"pridgua@gmail.com","Oct 2, 2019","Oct 02, 2019","Everyone","https://www.ftc.gov/tips-advice/business-center/privacy-and-security/children's-privacy",TRUE,FALSE,FALSE,2021-06-16 00:29:12
"KartApp","com.zulfu.kartapp","Entertainment",0,0,"5+",5,5,TRUE,0,"USD","5.7M",NA,"Zülfü Çakmak",NA,"zulfucakmak@gmail.com","Sep 12, 2019","Sep 14, 2019","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 06:53:43
"Detained dog: intelligence - Adventure - rescue","com.gh.game","Puzzle",0,0,"5+",5,9,TRUE,0,"USD","7.2M","4.4 and up","GamesForEntertainment","http://www.applicationsimportantes.com","developerappsamd@gmail.com","Dec 21, 2020","Jan 29, 2021","Everyone","http://www.applicationsimportantes.com/privacy-policy-m.html",TRUE,FALSE,FALSE,2021-06-15 23:03:06
"Bricks Crushing with Balls Crazy Challenge","com.srijitadey.BricksCrushingwithBallsCrazyChallenge","Arcade",0,0,"5+",5,7,TRUE,0,"USD","22M","4.4 and up","Srijita Dey",NA,"srijita31dey@gmail.com","Mar 29, 2021","Mar 29, 2021","Everyone","https://sites.google.com/view/appsgames-privacy-policy/home",TRUE,FALSE,FALSE,2021-06-16 00:43:36
"Zanzibar","uk.co.httpzanzibarrestaurant.zanzibar","Food & Drink",0,0,"1,000+",1000,3376,TRUE,0,"USD","1.5M","4.0.3 and up","DigiCom360","http://www.zanzibarrestaurant.co.uk","ordering.genie@gmail.com","Sep 14, 2018","Sep 14, 2018","Everyone",NA,FALSE,FALSE,FALSE,2021-06-15 20:28:28
"Christmas Adventure","ru.teoretik.games.christmasadventure","Arcade",4.4,7,"100+",100,236,TRUE,0,"USD","13M","4.0.3 and up","Teoretik",NA,"pianizd@gmail.com","Nov 25, 2016","Nov 25, 2016","Everyone","https://sites.google.com/view/teoretik/politika_konf",TRUE,FALSE,FALSE,2021-06-16 11:00:04
"innohep - Administration","com.globalizeme.innohep","Medical",0,0,"1+",1,4,TRUE,0,"USD","73M","5.0 and up","LEO Pharma UK_IE","https://leo-pharma.com","cxmuk@leo-pharma.com","May 28, 2021","May 28, 2021","Everyone","https://www.leo-pharma.co.uk/Home/Terms-of-use.aspx",FALSE,FALSE,FALSE,2021-06-16 07:30:45
"MyCoast.org","org.mycoast.mobile","Weather",4.6,9,"1,000+",1000,2228,TRUE,0,"USD","12M","5.1 and up","Blue Urchin","http://mycoast.org","support@blueurchin.com","Nov 25, 2014","Jun 02, 2021","Everyone","http://mycoast.org/home/privacy",FALSE,FALSE,FALSE,2021-06-16 11:32:32
"Brandywine Creek Greenway","com.brandywine","Lifestyle",5,5,"100+",100,468,TRUE,0,"USD","19M","4.4 and up","Lake Effect","https://www.brandywine.org/","matt@ledigital.com","Jun 26, 2017","Apr 19, 2019","Everyone","https://www.ledigital.com/privacy-policies/brandywine.html",FALSE,FALSE,FALSE,2021-06-15 22:58:26
"New Video Status 2020","com.rsmedialabs.video_status","Entertainment",0,0,"100+",100,385,TRUE,0,"USD","13M","4.1 and up","InfoUs Studio","https://infous.in/","officialtocontact@gmail.com","Jun 15, 2020","Jun 17, 2020","Everyone","https://sites.google.com/view/vistatus",TRUE,FALSE,FALSE,2021-06-15 21:36:45
"Isabella Pizza","com.hungerrush.isabellapizza","Food & Drink",4.2,11,"100+",100,119,TRUE,0,"USD","18M","4.3 and up","HungerRush, LLC","http://www.revention.com","dev@revention.com","Nov 2, 2018","Nov 02, 2018","Everyone","http://revention.com/hungerrush/privacy-policy",FALSE,FALSE,FALSE,2021-06-15 21:23:40
"Spaceship Launch","edu.neu.ccs.wellness.spaceshiplaunch","Educational",0,0,"5+",5,6,TRUE,0,"USD","1.4M","5.0 and up","Northeastern University Wellness Technology Lab","http://wellness.ccs.neu.edu","wellnes@ccs.neu.edu","Apr 8, 2019","Apr 09, 2019","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 04:25:21
"California Peace Officers’ Assoc (CPOA) - CORDICO","com.app_cpoa2.layout","Education",0,0,"50+",50,60,TRUE,0,"USD","13M","4.1 and up","CORDICO INC.","https://cpoa.org/","info@cordico.com","May 25, 2020","Jul 16, 2020","Everyone","https://www.cordico.com/appprivacypolicy060819/",TRUE,FALSE,FALSE,2021-06-16 08:17:42
"Surah Al Mulk","com.alkalam.surah.almulk.quranrecitation.urdu","Books & Reference",4.6,99,"10,000+",10000,24643,TRUE,0,"USD","8.1M","4.0.3 and up","Al kalam",NA,"alkalam.feed@gmail.com","Feb 14, 2016","Feb 24, 2018","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 10:59:31
"CHB Assist","com.appliedsystems.mobileinsured.chumi01","Business",0,0,"1+",1,1,TRUE,0,"USD","92M","5.0 and up","Applied Systems Inc.",NA,"mobileinsured@appliedsystems.com","Feb 22, 2021","Mar 10, 2021","Everyone","https://www1.appliedsystems.com/en-us/applied-mobileinsured-app-privacy-policy/",FALSE,FALSE,FALSE,2021-06-16 10:21:03
"Losliya Stickers (WAStickerApps)","com.losliya.stickers","Communication",4.8,94,"10,000+",10000,13966,TRUE,0,"USD","6.2M","6.0 and up","LFM Apps","https://lfmofficial.blogspot.com/","losliyafansmsia@gmail.com","Jul 16, 2020","Mar 26, 2021","Everyone","https://sites.google.com/view/losliyafansmalaysia/home",TRUE,FALSE,FALSE,2021-06-16 02:46:45
"Hop","com.ketchapp.hop","Arcade",4.4,133889,"5,000,000+",5e+06,7604146,TRUE,0,"USD","35M","5.0 and up","Ketchapp","http://www.ketchappgames.com","support@ketchappgames.com","Sep 29, 2016","Feb 16, 2021","Everyone","https://legal.ubi.com/privacypolicy",TRUE,TRUE,FALSE,2021-06-16 04:36:42
"iMEye","com.AndroidiMEye","Tools",3.7,112,"50,000+",50000,58260,TRUE,0,"USD","439k","1.5 and up","meyetech","http://www.meyetech.com","rdc@meyetech.com","Jan 2, 2011","Apr 22, 2011","Everyone","http://umeye.com/r/cms/www/umeye/berghoch/privacy/en/index.html",TRUE,FALSE,FALSE,2021-06-16 09:29:24
"Vocal Recorder TwoTrack Studio","com.essenly.android.vocalrecorder","Music & Audio",3,2247,"100,000+",1e+05,351206,TRUE,0,"USD","3.7M","4.0 and up","Andrey Nikishaev","https://www.facebook.com/anikishaev","creotiv@gmail.com","Apr 1, 2015","Oct 20, 2016","Everyone","https://github.com/creotiv/VocalRecorderTwoTrackStudio/blob/master/PrivacyPolicy.md",TRUE,FALSE,FALSE,2021-06-16 07:07:30
"I ja imam prava","newlookentertainment.com.ijaimamprava","Books & Reference",5,21,"50+",50,71,TRUE,0,"USD","11M","4.0 and up","New look entertainment doo","http://www.m1.rs","ivan.kosutic@m1.rs","Nov 6, 2018","Nov 06, 2018","Everyone","http://eknjizara.com/uslovi.html",FALSE,FALSE,FALSE,2021-06-16 09:17:06
"People Mover mTicket","com.justride.anchpm","Travel & Local",4.3,44,"5,000+",5000,9081,TRUE,0,"USD","5.9M","4.4 and up","People Mover of Anchorage","http://www.peoplemover.org","peoplemover@muni.org","Dec 7, 2017","Mar 18, 2021","Everyone","https://www.muni.org/Pages/privacy_statement.aspx",FALSE,FALSE,FALSE,2021-06-16 02:41:30
"Portal+ for Greenwich Students","com.nstudio.portalplus","Tools",0,0,"100+",100,146,TRUE,0,"USD","2.7M","4.4 and up","NorthStudio","https://north.studio","monokaijs@gmail.com","Nov 10, 2020","Nov 10, 2020","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 11:37:27
"FediEkklesia","com.ryochan7.fediekklesia","Social",0,0,"10+",10,13,TRUE,0,"USD","7.4M","5.0 and up","Travis Nickles","https://github.com/Ryochan7/FediEkklesia","nickles.travis@gmail.com","Jul 28, 2019","Aug 29, 2020","Mature 17+",NA,FALSE,FALSE,FALSE,2021-06-16 07:48:36
"QUESS FM","com.tefmo.quessfm","Business",4.1,17,"5,000+",5000,7438,TRUE,0,"USD","4.7M","4.4 and up","TEFMO Software Solutions Pvt. Ltd.","http://tefmo.com/","regi@tefmo.com","Dec 30, 2019","Dec 30, 2019","Everyone","http://tefmo.com/privacypolicy.html",FALSE,FALSE,FALSE,2021-06-16 07:51:05
"Texting - Better SMS & MMS Messaging","com.texting.android","Communication",3.4,9,"1,000+",1000,1012,TRUE,0,"USD","4.5M","5.0 and up","Bolt Mobil",NA,"apps@boltmobil.com","Dec 6, 2019","Dec 06, 2019","Everyone","https://texting.flycricket.io/privacy.html",FALSE,FALSE,FALSE,2021-06-15 22:20:55
"Zen-UI Theme For EMUI 5.0","h7.hamzio7.zenui.ps","Personalization",0,0,"100+",100,102,FALSE,1.49,"USD","3.9M","7.0 and up","Hamzio7","http://telegram.me/hamzio7","hamzio7.dev@gmail.com","Jul 3, 2017","Jul 03, 2017","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 02:51:04
"Muscle Car Simulator","com.OppanaGames.MuscleCarSimulator","Simulation",4.1,38183,"5,000,000+",5e+06,6976814,TRUE,0,"USD","85M","4.1 and up","Oppana Games","https://www.oppanagames.com/","oppanagames@gmail.com","Feb 13, 2018","Feb 12, 2020","Mature 17+","https://www.facebook.com/notes/og/privacy-policy/400234887005186",TRUE,TRUE,FALSE,2021-06-16 05:31:52
"ROTOGRO","com.ti.rotogro","Business",0,0,"100+",100,189,TRUE,0,"USD","4.3M","5.0 and up","Tube Investments of India Ltd","http://www.tiindia.com/","tubeinvestementsofindia@tii.murugappa.com","Apr 4, 2019","Apr 30, 2019","Everyone","http://www.tiindia.com/article/mobileprivacy/732",FALSE,FALSE,FALSE,2021-06-16 07:51:21
"Passco+ BECE Social Lite","com.castrosoft.passcojnrsociallite","Education",3.8,10,"500+",500,816,TRUE,0,"USD","3.1M","4.1 and up","CastroSoft Solutions",NA,"castrosofts@gmail.com","Nov 11, 2018","Nov 12, 2018","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 01:37:23
"Hindu Mantras","com.ntmobile.hindumantras","Entertainment",4.4,134,"10,000+",10000,32599,TRUE,0,"USD","9.5M","2.3 and up","NTMobile","http://ntmobile.co.in/","nirav@racyinfotech.com","Jul 9, 2015","Jul 12, 2019","Everyone","https://ntmobileapps.blogspot.com/2018/09/privacy-policy.html",TRUE,FALSE,FALSE,2021-06-16 00:15:12
"Celebrity Knockout: Mayweather Edition","com.cko.ed.mw.c1501840617174","Action",4.1,16,"1,000+",1000,1810,TRUE,0,"USD","Varies with device","4.1 and up","ElevenEleven Games","http://celebrityknockout.co","info@celebrityknockout.co","Aug 4, 2017","Aug 04, 2017","Teen","http://celebrityknockout.co/privacy-policy",TRUE,FALSE,FALSE,2021-06-16 07:05:27
"Jurassic Run","jp.co.translimit.escape","Action",0,0,"1,000+",1000,1922,TRUE,0,"USD","52M","4.4 and up","Translimit, Inc","http://games.translimit.co.jp/","translimitgames.support@translimit.co.jp","Apr 28, 2021","May 08, 2021","Everyone","http://translimit.co.jp/terms/privacy_policy/en/",TRUE,FALSE,FALSE,2021-06-16 09:18:53
"Engine Jam: find my message","com.enginejam","Action",4.3,20,"100+",100,202,TRUE,0,"USD","32M","4.3 and up","Cimbo",NA,"foneshavefun@gmail.com","Jan 3, 2020","Jul 17, 2020","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 03:11:52
"Narvesen","com.apphuset.narvesen","Lifestyle",3.8,1901,"100,000+",1e+05,282423,TRUE,0,"USD","8.3M","5.0 and up","Reitan Convenience Norway AS","https://www.liquidbarcodes.com","apps@barcodes.no","Jan 31, 2020","Apr 12, 2021","Everyone","http://narvesen.no/app.aspx",FALSE,FALSE,FALSE,2021-06-16 05:43:56
"<U+9DAF><U+6B4C><U+5409><U+7684><U+5821>","com.zyosoft.mobile.isai.kcyingge","Education",0,0,"1,000+",1000,1221,TRUE,0,"USD","20M","4.1 and up","Zyosoft","http://www.zyosoft.com","maxinyoung@gmail.com","Mar 20, 2018","May 18, 2021","Everyone","http://isaisys.iqschool.com.tw/privacy-policy.html",FALSE,FALSE,FALSE,2021-06-15 22:03:12
"Metro Models","com.metromodels.app","Social",0,0,"100+",100,376,TRUE,0,"USD","6.1M","5.0 and up","Metro Models GmbH",NA,"info@metromodels.com","Jun 26, 2019","Oct 25, 2019","Teen","http://metromodels.org/privacy_policy.html",FALSE,FALSE,FALSE,2021-06-16 09:07:13
"Sewing Machine Parts List Pro","com.ooe.sewingmachinepartslistpro","Books & Reference",0,0,"10+",10,30,FALSE,2.99,"USD","8.8M","4.1 and up","OEE",NA,"sewingmachinepartslist@gmail.com","Aug 6, 2020","Sep 29, 2020","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 03:06:47
"Practice Abacus: Listen & Solve","com.abacus.abacus","Education",4.3,11,"100+",100,386,TRUE,0,"USD","30M","5.0 and up","ZeroToInfinity Studio",NA,"sdewangan021@gmail.com","Feb 8, 2021","May 15, 2021","Everyone","https://practice-abacus-lis.flycricket.io/privacy.html",TRUE,FALSE,FALSE,2021-06-16 10:40:50
"Free African Scholarships","com.tonyfrosh.Afrischolarships","Education",4.5,8,"100+",100,128,TRUE,0,"USD","3.1M","4.1 and up","Malachy Anthony Alexis","http://63220.appygen.net","tonyfrosh3@gmail.com","Jan 8, 2021","Jan 08, 2021","Everyone","https://appygen.net/privacy-policy/com.tonyfrosh.Afrischolarships",TRUE,FALSE,FALSE,2021-06-16 11:00:43
"Orlando Radio Stations","com.andromo.dev516441.app490214","Music & Audio",0,0,"500+",500,700,TRUE,0,"USD","3.8M","4.1 and up","ASKY DEV",NA,"tomwilsonapps@gmail.com","Apr 14, 2016","Nov 09, 2019","Everyone","https://sites.google.com/view/tomwilsonapps/home",TRUE,FALSE,FALSE,2021-06-16 11:04:07
"Capitole Avignon","fr.rc.capitole_avignon","Entertainment",4.5,426,"10,000+",10000,28697,TRUE,0,"USD","19M","4.3 and up","The Boxoffice Company France","http://www.capitolestudios.fr/","ezambeaux@cotecine.fr",NA,"Mar 23, 2021","Everyone","http://www.cotecinegroup.fr/index.php?id=charte-de-confidentialite",TRUE,FALSE,FALSE,2021-06-16 03:57:26
"Estate Survey (OTISS)","uk.co.intrinsica.android.assetsurvey","Business",0,0,"500+",500,574,TRUE,0,"USD","16M","5.0 and up","Intrinsica Technology","http://www.otiss.co.uk","otiss@intrinsica.co.uk","Apr 17, 2012","May 18, 2021","Everyone","https://www.otiss.co.uk/support/wp-content/uploads/2020/03/OTISS-Privacy-Notice.pdf",FALSE,FALSE,FALSE,2021-06-15 20:24:36
"Turtle Leaf Cafe","com.mobincube.turtle_leaf_cafe.sc_5BJEEA","Food & Drink",0,0,"5+",5,5,TRUE,0,"USD","7.8M","5.0 and up","4 Leaf Labs","https://4leaflabs.freshdesk.com/","operations@4leaflabs.com","Dec 11, 2019","Jul 22, 2020","Everyone","https://www.myappterms.com/reader.php?id=1",FALSE,FALSE,FALSE,2021-06-16 09:29:22
"<U+30D5><U+30A1><U+30A4><U+30EB><U+30DE><U+30CD><U+30FC><U+30B8><U+30E3><U+30FC>","jp.buffalo.filemanager","Productivity",2.7,169,"100,000+",1e+05,116876,TRUE,0,"USD","3.3M","4.1 and up","BUFFALO INC.","http://www.buffalotech.com","support@melcoinc.co.jp",NA,"Jul 28, 2020","Everyone","http://86886.jp/privacy/",FALSE,FALSE,FALSE,2021-06-16 09:16:50
"Laks Clean","com.laksclean","Business",0,0,"100+",100,100,TRUE,0,"USD","31M","5.0 and up","LaksClean","https://laksclean.in","info@laksclean.in","Apr 22, 2021","May 27, 2021","Everyone","https://laksclean.com/term-condition-for-customer.html",FALSE,FALSE,FALSE,2021-06-16 13:59:56
"Radio Anime & Manga","com.MediaStudioRadioFM.RadioAnimeManga","Music & Audio",0,0,"50+",50,90,TRUE,0,"USD","6.2M","4.4 and up","Media Studio Radio FM","http://mediastudioradiofm.blogspot.com","jmelpicuo79@gmail.com","Dec 7, 2019","May 20, 2021","Mature 17+","https://mediastudioradiofm.blogspot.com/2020/08/politicas-media-studio-radio-fm.html",TRUE,FALSE,FALSE,2021-06-16 12:03:44
"Ludiletras educación infantil","com.lafactoria.tekmanbooks.ludiletras","Educational",2.6,25,"5,000+",5000,9349,TRUE,0,"USD","4.0M","4.1 and up","Tekman Education","https://www.tekmaneducation.com","tekmanbooks@tekmaneducation.com","Sep 17, 2019","Sep 17, 2019","Everyone","https://www.tekmaneducation.com/aviso-legal/",FALSE,FALSE,FALSE,2021-06-16 15:04:24
"Mini Underground World;Adventure mining map block","org.cocos2d.miniUnderGroundWorld","Adventure",0,0,"500+",500,638,TRUE,0,"USD","11M","4.1 and up","Casual mini Games,We love mini games",NA,"124891525@qq.com","Jul 2, 2019","Jul 04, 2019","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 01:25:48
"SecuredPGPYEmail","com.securedsoftware.securedpgpyemail","Communication",0,0,"50+",50,57,TRUE,0,"USD","7.1M","4.0.3 and up","King Tut","http://192.168.1.70/product-line","securedsoftware123@gmail.com","Nov 2, 2016","Jan 09, 2020","Everyone","http://192.168.1.70/privacy-policy",FALSE,FALSE,FALSE,2021-06-16 07:55:05
"Buku Rumus Kimia SMP","com.nurafapp.rumuskimiasmp","Education",0,0,"50+",50,74,TRUE,0,"USD","4.3M","4.0 and up","Nuraf APP",NA,"arifahnur06@gmail.com","Apr 26, 2019","May 21, 2019","Everyone","https://mbuhhhnurrr.blogspot.com/p/privacy-policy.html",TRUE,FALSE,FALSE,2021-06-16 03:58:48
"ACE Physiques","com.acephysiques.android.app","Health & Fitness",0,0,"1,000+",1000,1085,TRUE,0,"USD","5.1M","4.4 and up","Hand Clicked","https://acephysiques.com","mail@acephysiques.com","Mar 12, 2021","Mar 27, 2021","Teen","https://acephysiques.com/privacy-policy/",FALSE,FALSE,FALSE,2021-06-16 08:30:42
"Grenats & Taffetas","com.appsvision.grenatsettaffetas","Shopping",0,0,"1+",1,3,TRUE,0,"USD","20M","4.1 and up","Appsvision Pro",NA,"team.publi9@gmail.com","Apr 5, 2017","Jul 11, 2017","Everyone","http://www.appsvision.fr/privacy-policy",FALSE,FALSE,FALSE,2021-06-16 09:05:29
